age,campaign,previous,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code
35,2,0,1007,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,2,0,0,1,0,0
56,1,4,361,-1.7,94.027,-38.3,0.904,4991.6,1,0,0,2,0,1,0,1,1
51,1,0,110,1.4,93.91799999999999,-42.7,4.962,5228.1,4,1,6,0,2,0,1,4,3
33,1,1,482,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,0,1,6,2,0,0,2,0,7
32,1,1,97,-1.8,92.89299999999999,-46.2,1.266,5099.1,7,0,3,0,0,0,0,2,6
36,1,0,231,-1.8,93.369,-34.8,0.635,5008.7,0,2,7,2,0,0,1,2,5
47,1,0,317,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,1,0,0,1,1,4,6
32,12,0,264,1.4,93.444,-36.1,4.966,5228.1,9,2,6,0,0,0,1,3,1
31,1,0,158,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,0,2,0,0,1,4,3
41,1,0,26,-1.8,92.89299999999999,-46.2,1.334,5099.1,2,1,0,2,0,0,1,4,6
38,3,0,258,1.1,93.994,-36.4,4.856,5191.0,1,0,7,0,0,1,1,4,6
31,11,0,34,1.4,93.444,-36.1,4.963,5228.1,4,1,6,0,0,0,1,1,1
32,4,1,100,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1,6,2,0,0,0,2,6
32,1,0,67,1.4,93.444,-36.1,4.968,5228.1,9,1,6,2,0,0,1,2,1
32,2,0,188,-1.8,93.876,-40.0,0.672,5008.7,8,2,7,2,0,0,1,4,6
53,2,1,168,-3.4,92.37899999999999,-29.8,0.741,5017.5,0,0,6,2,2,0,0,0,9
40,2,0,654,-1.7,94.027,-38.3,0.899,4991.6,0,1,3,0,2,0,1,3,1
56,2,0,100,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,1,1,1,6
44,1,0,252,-1.1,94.601,-49.5,1.0,4963.6,0,1,6,2,0,0,1,1,8
46,1,0,48,-0.1,93.2,-42.0,4.191,5195.8,2,1,0,2,0,0,1,1,7
49,1,0,395,1.4,94.465,-41.8,4.961,5228.1,7,1,3,0,0,1,1,2,4
37,5,0,700,-1.8,93.075,-47.1,1.41,5099.1,0,1,5,2,2,0,1,2,0
34,4,0,1479,1.1,93.994,-36.4,4.857,5191.0,1,1,2,2,2,1,1,4,6
38,1,1,123,-1.8,93.075,-47.1,1.405,5099.1,1,1,5,0,2,0,0,1,0
32,3,0,35,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1,3,2,0,1,1,1,6
51,2,0,22,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,1,2,0,2,0,1,4,6
34,1,0,280,1.4,94.465,-41.8,4.959,5228.1,4,1,6,2,0,1,1,0,4
36,2,0,856,1.1,93.994,-36.4,4.859,5191.0,0,1,6,0,0,1,1,4,6
31,2,0,364,1.1,93.994,-36.4,4.857,5191.0,1,1,1,2,0,1,1,0,6
36,3,0,59,-1.8,93.075,-47.1,1.405,5099.1,9,2,5,2,0,0,1,1,0
33,2,0,124,-1.8,93.075,-47.1,1.405,5099.1,9,2,3,0,0,0,1,0,0
44,1,0,98,1.1,93.994,-36.4,4.859,5191.0,3,1,2,0,0,1,1,0,6
31,1,0,118,-1.1,94.601,-49.5,0.972,4963.6,0,2,6,2,0,1,1,0,8
40,2,0,107,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1,1,1,2,0,1,1,2,7
35,4,0,72,-0.1,93.2,-42.0,4.021,5195.8,0,0,6,2,0,0,1,0,7
33,3,0,56,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1,3,2,2,0,1,1,6
35,1,2,608,-1.1,94.601,-49.5,0.9590000000000001,4963.6,9,1,5,2,2,0,0,4,8
32,2,0,262,1.1,93.994,-36.4,4.857,5191.0,7,1,2,2,0,1,1,1,6
46,1,0,115,1.1,93.994,-36.4,4.855,5191.0,7,1,5,0,0,1,1,0,6
24,3,0,299,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,6,0,0,0,1,2,3
33,2,0,125,1.4,93.444,-36.1,4.963,5228.1,0,2,6,2,0,0,1,3,1
33,4,0,229,1.4,93.444,-36.1,4.966,5228.1,9,1,5,2,0,0,1,0,1
35,1,0,117,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,9,1,6,1,1,0,1,3,1
54,1,0,1171,1.1,93.994,-36.4,4.857,5191.0,1,2,0,2,0,1,1,0,6
40,11,0,283,1.1,93.994,-36.4,4.857,5191.0,1,1,0,0,0,1,1,0,6
51,5,0,40,1.4,94.465,-41.8,4.959,5228.1,0,0,3,0,0,1,1,4,4
62,4,0,212,-1.8,92.89299999999999,-46.2,1.354,5099.1,5,1,5,2,0,0,1,1,6
32,2,0,405,-0.1,93.2,-42.0,4.12,5195.8,9,1,6,2,0,0,1,4,7
31,1,0,367,1.4,93.444,-36.1,4.963,5228.1,9,2,6,2,0,0,1,3,1
32,1,0,72,-2.9,92.469,-33.6,1.0290000000000001,5076.2,0,2,5,2,0,0,1,4,3
36,1,0,196,1.4,94.465,-41.8,4.961,5228.1,9,1,6,2,0,1,1,1,4
52,4,0,232,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1,6,0,2,0,1,2,7
45,2,0,943,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,7,2,2,1,1,1,6
49,1,0,257,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,1,1,0
33,3,0,54,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,0,1,3,1
37,1,0,298,1.1,93.994,-36.4,4.857,5191.0,9,2,2,0,2,1,1,0,6
31,1,0,104,-0.1,93.2,-42.0,4.191,5195.8,4,2,6,0,0,0,1,1,7
47,1,0,147,1.1,93.994,-36.4,4.864,5191.0,11,1,7,0,0,1,1,0,6
51,3,0,259,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,2,4,2,0,0,1,0,6
22,3,0,79,1.4,93.91799999999999,-42.7,4.962,5228.1,1,2,2,2,0,0,1,1,3
37,2,0,318,-0.1,93.2,-42.0,4.0760000000000005,5195.8,10,1,5,2,0,0,1,2,7
28,2,0,185,1.4,93.91799999999999,-42.7,4.962,5228.1,9,2,5,2,0,0,1,3,3
52,2,0,136,1.1,93.994,-36.4,4.859,5191.0,1,1,0,0,0,1,1,0,6
38,3,0,358,1.4,94.465,-41.8,4.865,5228.1,1,1,3,0,0,1,1,1,4
31,1,0,114,1.1,93.994,-36.4,4.855,5191.0,9,1,5,0,0,1,1,0,6
41,2,0,1642,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,7,2,3,0,0,0,1,0,6
43,1,0,148,-1.8,92.89299999999999,-46.2,1.25,5099.1,1,0,2,1,1,0,1,0,6
27,5,2,700,-1.7,94.215,-40.3,0.8959999999999999,4991.6,7,2,3,0,0,0,2,0,3
37,2,0,162,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,0,2,0,1,4,1
37,5,0,6,-0.1,93.2,-42.0,4.021,5195.8,6,1,6,2,0,0,1,0,7
61,1,0,515,-3.4,92.431,-26.9,0.728,5017.5,5,1,3,0,0,1,1,3,8
31,9,0,68,1.4,93.91799999999999,-42.7,4.96,5228.1,7,2,6,2,0,0,1,1,3
35,1,0,245,1.4,93.444,-36.1,4.963,5228.1,0,1,6,0,0,0,1,0,1
37,1,0,173,1.1,93.994,-36.4,4.857,5191.0,9,2,6,2,2,1,1,3,6
39,1,0,183,1.4,93.444,-36.1,4.963,5228.1,3,1,0,0,0,0,1,2,1
45,2,0,166,1.1,93.994,-36.4,4.857,5191.0,9,1,2,0,0,1,1,3,6
22,1,0,156,1.4,94.465,-41.8,4.864,5228.1,7,2,3,0,0,1,1,4,4
48,5,0,122,1.4,93.91799999999999,-42.7,4.96,5228.1,1,1,1,2,0,0,1,1,3
29,1,0,243,1.4,94.465,-41.8,4.962,5228.1,1,1,7,0,0,1,1,4,4
32,3,0,64,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,2,2,0,1,1,3
30,5,0,691,1.1,93.994,-36.4,4.857,5191.0,4,2,6,0,2,1,1,4,6
27,2,0,55,1.4,93.91799999999999,-42.7,4.962,5228.1,7,2,6,0,0,0,1,2,3
43,7,0,78,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,1,5,2,0,0,1,4,1
50,12,0,7,1.4,94.465,-41.8,4.959,5228.1,2,1,2,2,0,1,1,0,4
34,2,3,910,-1.8,93.369,-34.8,0.643,5008.7,0,2,6,2,0,0,2,2,5
49,1,0,21,1.4,94.465,-41.8,4.961,5228.1,4,1,6,0,0,1,1,2,4
43,2,0,226,1.1,93.994,-36.4,4.86,5191.0,0,1,6,2,0,1,1,2,6
53,2,0,111,1.1,93.994,-36.4,4.857,5191.0,9,2,5,2,0,1,1,1,6
36,1,0,446,1.1,93.994,-36.4,4.856,5191.0,9,0,5,0,0,1,1,4,6
39,1,0,185,1.4,93.444,-36.1,4.966,5228.1,4,1,6,1,1,0,1,3,1
42,5,0,306,1.4,94.465,-41.8,4.961,5228.1,1,2,2,0,0,1,1,1,4
40,2,0,337,1.1,93.994,-36.4,4.857,5191.0,1,1,7,0,0,1,1,3,6
32,2,0,209,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2,6,1,1,0,1,1,3
31,3,0,558,-0.1,93.2,-42.0,4.12,5195.8,2,1,2,0,0,0,1,4,7
57,2,0,68,1.4,93.91799999999999,-42.7,4.962,5228.1,9,1,5,0,0,0,1,1,3
42,2,0,136,1.1,93.994,-36.4,4.8580000000000005,5191.0,7,1,5,0,0,1,1,1,6
55,2,0,629,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,3,2,0,0,1,0,1
27,2,0,170,1.4,94.465,-41.8,4.961,5228.1,7,2,3,2,0,1,1,3,4
40,1,0,299,1.1,93.994,-36.4,4.86,5191.0,0,1,3,2,0,1,1,2,6
31,3,0,143,-0.1,93.2,-42.0,4.12,5195.8,9,2,6,2,0,0,1,4,7
56,1,0,36,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,0,0,0,1,1,1,3
36,3,0,52,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,3,2,2,1,1,3,7
24,1,0,203,1.4,93.91799999999999,-42.7,4.957,5228.1,1,2,3,2,0,0,1,0,3
31,2,1,204,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,1,0,0,2,0,0,2,6
42,1,0,264,1.1,93.994,-36.4,4.856,5191.0,1,1,7,2,2,1,1,3,6
33,2,0,241,1.4,93.444,-36.1,4.963,5228.1,9,2,5,2,0,0,1,2,1
45,1,0,185,1.4,94.465,-41.8,4.865,5228.1,1,2,2,0,0,1,1,1,4
55,1,1,628,-1.8,93.075,-47.1,1.445,5099.1,0,0,6,2,0,0,0,4,0
57,1,0,100,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0,1,1,2,0,0,1,0,6
35,1,0,710,1.1,93.994,-36.4,4.855,5191.0,1,1,5,2,2,1,1,0,6
39,5,0,73,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,1,1,3,6
37,1,0,928,-2.9,92.20100000000001,-31.4,0.851,5076.2,8,2,7,0,0,0,1,2,1
33,2,0,171,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,7,2,3,0,2,0,1,1,6
36,3,0,118,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1,2,0,2,0,1,0,3
32,2,1,183,-2.9,92.963,-40.8,1.286,5076.2,2,1,0,2,0,0,0,3,4
37,2,0,426,-1.8,93.749,-34.6,0.6459999999999999,5008.7,0,1,3,0,0,1,1,3,0
38,1,0,333,1.4,94.465,-41.8,4.958,5228.1,1,1,2,0,0,1,1,4,4
29,1,0,337,1.4,93.91799999999999,-42.7,4.957,5228.1,7,2,6,2,0,0,1,0,3
36,2,0,193,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,1,2,0,0,0,1,2,6
48,1,0,160,1.1,93.994,-36.4,4.859,5191.0,0,1,6,2,2,1,1,4,6
45,2,0,54,-1.8,92.89299999999999,-46.2,1.354,5099.1,1,1,2,2,0,0,1,1,6
28,3,0,119,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,3,2,0,0,1,2,3
37,1,0,139,1.1,93.994,-36.4,4.8580000000000005,5191.0,7,2,3,0,0,1,1,4,6
48,5,0,9,1.4,94.465,-41.8,4.959,5228.1,5,1,7,2,0,1,1,0,4
36,1,0,238,-1.1,94.76700000000001,-50.8,1.046,4963.6,1,2,1,0,0,0,1,3,7
34,3,0,104,-0.1,93.2,-42.0,4.12,5195.8,1,1,2,0,2,0,1,4,7
37,9,0,834,1.1,93.994,-36.4,4.855,5191.0,9,1,5,2,0,1,1,0,6
31,1,0,193,-1.1,94.199,-37.5,0.879,4963.6,0,1,6,2,0,0,1,2,9
36,3,0,53,1.4,93.444,-36.1,4.9639999999999995,5228.1,9,1,3,2,0,0,1,4,1
69,1,1,71,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,5,1,2,2,0,0,2,4,9
27,1,0,297,-1.8,93.075,-47.1,1.4980000000000002,5099.1,2,1,5,1,1,0,1,4,0
35,3,1,28,-0.1,93.2,-42.0,4.021,5195.8,0,0,6,2,0,0,0,0,7
54,1,0,415,-1.8,92.84299999999999,-50.0,1.56,5099.1,0,1,6,2,0,0,1,1,5
56,2,0,57,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,7,0,0,1,1,2,4
37,2,0,390,1.4,93.91799999999999,-42.7,4.957,5228.1,9,2,6,2,0,0,1,4,3
51,2,0,59,-1.8,92.89299999999999,-46.2,1.354,5099.1,1,1,0,2,0,0,1,1,6
46,1,0,113,1.4,93.91799999999999,-42.7,4.957,5228.1,1,1,0,0,0,0,1,0,3
26,5,0,84,1.4,94.465,-41.8,4.962,5228.1,9,2,5,0,0,1,1,4,4
37,7,0,377,1.4,93.444,-36.1,4.965,5228.1,7,1,3,0,0,0,1,3,1
29,1,0,157,1.1,93.994,-36.4,4.856,5191.0,7,0,3,2,0,1,1,3,6
51,1,0,359,1.4,93.91799999999999,-42.7,4.962,5228.1,0,0,6,0,0,1,1,1,3
43,2,0,150,-0.1,93.2,-42.0,4.191,5195.8,4,1,6,0,0,0,1,1,7
44,2,0,276,-2.9,92.963,-40.8,1.252,5076.2,10,2,0,0,0,0,1,3,4
39,1,1,293,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,1,1,2,2,0,0,2,0,9
43,1,1,47,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,0,2,2,0,0,0,1,6
36,1,0,37,1.4,94.465,-41.8,4.961,5228.1,9,1,5,2,2,1,1,1,4
36,2,0,239,-1.8,92.89299999999999,-46.2,1.334,5099.1,2,1,6,2,0,0,1,4,6
32,3,1,326,-1.8,92.89299999999999,-46.2,1.291,5099.1,4,2,6,2,2,1,0,3,6
33,2,0,288,-0.1,93.2,-42.0,4.191,5195.8,8,2,7,0,0,0,1,1,7
45,2,0,315,1.4,93.91799999999999,-42.7,4.961,5228.1,1,1,0,2,0,0,1,3,3
30,2,0,101,1.4,94.465,-41.8,4.967,5228.1,6,1,5,0,0,1,1,0,4
54,3,0,43,1.4,93.444,-36.1,4.965,5228.1,1,1,0,2,0,0,1,1,1
26,1,0,99,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,0,0,0,1,3,3
34,1,0,144,-3.4,92.431,-26.9,0.72,5017.5,9,2,6,0,0,0,1,0,8
36,2,0,196,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,9,2,5,2,0,0,1,1,6
33,1,0,827,1.4,93.444,-36.1,4.965,5228.1,9,2,6,2,0,1,1,4,1
58,2,0,344,-1.1,94.76700000000001,-50.8,1.041,4963.6,10,1,6,2,0,0,1,2,7
39,3,0,276,1.4,93.91799999999999,-42.7,4.962,5228.1,1,2,3,2,2,0,1,1,3
32,2,0,119,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1,2,6,2,2,0,1,3,7
37,3,0,46,1.1,93.994,-36.4,4.857,5191.0,9,1,2,2,0,1,1,1,6
47,1,0,187,1.4,94.465,-41.8,4.961,5228.1,7,1,3,2,0,1,1,3,4
31,7,0,74,1.1,93.994,-36.4,4.855,5191.0,1,0,0,2,0,1,1,2,6
31,1,0,36,-0.2,92.756,-45.9,3.8160000000000003,5176.3,0,2,3,2,0,1,1,1,2
35,1,0,140,1.4,94.465,-41.8,4.961,5228.1,6,1,0,0,0,1,1,2,4
53,1,0,433,-3.0,92.713,-33.0,0.706,5023.5,0,1,6,2,2,0,1,1,2
22,10,0,834,1.4,93.91799999999999,-42.7,4.963,5228.1,1,2,2,2,2,1,1,2,3
44,1,0,231,1.1,93.994,-36.4,4.856,5191.0,9,2,7,2,0,1,1,4,6
71,3,0,115,-1.7,94.215,-40.3,0.884,4991.6,5,1,5,2,0,0,1,2,3
29,1,0,613,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,2,0,0,0,1,2,3
39,1,0,199,-0.1,93.2,-42.0,4.12,5195.8,6,1,6,0,0,0,1,4,7
38,1,0,108,-3.4,92.431,-26.9,0.742,5017.5,0,1,3,2,0,0,1,4,8
27,2,0,869,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,2,2,0,2,1,1,2,4
35,1,0,318,1.4,94.465,-41.8,4.961,5228.1,0,0,6,2,0,1,1,2,4
28,6,0,87,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,2,0,0,1,2,3
35,1,0,251,-1.8,93.075,-47.1,1.415,5099.1,9,1,5,2,0,0,1,4,0
75,1,2,162,-1.8,93.749,-34.6,0.642,5008.7,5,0,3,0,0,1,2,3,0
40,2,0,688,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,0,2,2,0,0,1,2,6
31,4,0,22,1.4,93.444,-36.1,4.962,5228.1,10,1,6,2,0,0,1,2,1
36,2,0,163,1.1,93.994,-36.4,4.857,5191.0,1,2,3,0,2,1,1,1,6
54,2,0,77,1.1,93.994,-36.4,4.855,5191.0,0,1,0,0,0,1,1,0,6
27,5,0,198,1.1,93.994,-36.4,4.859,5191.0,7,2,3,2,2,1,1,0,6
38,1,1,71,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0,1,6,0,0,1,2,2,7
32,1,0,168,1.4,93.444,-36.1,4.963,5228.1,0,1,6,2,0,0,1,3,1
44,7,0,10,-0.1,93.2,-42.0,4.021,5195.8,0,1,3,0,0,0,1,0,7
31,2,1,136,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,1,6,2,0,0,2,4,6
42,3,1,151,-0.1,93.2,-42.0,4.191,5195.8,1,0,2,2,2,0,0,1,7
46,4,0,101,1.1,93.994,-36.4,4.86,5191.0,1,1,0,2,0,1,1,2,6
32,1,1,361,-1.8,93.075,-47.1,1.41,5099.1,0,1,6,2,0,0,0,2,0
41,1,0,159,1.4,93.444,-36.1,4.967,5228.1,9,1,3,2,0,0,1,4,1
42,2,0,130,1.4,93.444,-36.1,4.968,5228.1,0,1,6,2,0,0,1,3,1
36,1,4,331,-1.1,94.199,-37.5,0.8759999999999999,4963.6,4,1,6,1,1,0,0,4,9
50,2,0,82,1.4,94.465,-41.8,4.967,5228.1,2,1,2,2,0,1,1,0,4
72,1,0,124,-1.8,93.075,-47.1,1.453,5099.1,5,1,0,0,0,1,1,3,0
33,1,0,277,1.4,94.465,-41.8,4.864,5228.1,0,1,3,0,2,1,1,3,4
37,2,1,81,-1.8,92.89299999999999,-46.2,1.25,5099.1,7,1,3,2,0,0,0,0,6
38,7,0,1039,1.4,93.91799999999999,-42.7,4.96,5228.1,1,1,0,2,0,0,1,1,3
48,3,1,90,-1.8,93.075,-47.1,1.405,5099.1,7,0,3,2,0,0,0,1,0
26,1,0,901,1.4,94.465,-41.8,4.961,5228.1,8,2,3,0,0,1,1,1,4
48,3,0,321,1.4,93.444,-36.1,4.968,5228.1,0,1,6,2,0,0,1,2,1
33,2,0,548,1.4,93.91799999999999,-42.7,4.959,5228.1,7,1,3,2,0,0,1,0,3
41,1,0,278,1.1,93.994,-36.4,4.857,5191.0,9,1,1,2,0,1,1,3,6
44,1,0,39,-0.1,93.2,-42.0,4.0760000000000005,5195.8,6,1,6,0,0,1,1,2,7
48,3,0,174,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,0,1,1,1,6
27,3,0,295,1.4,93.91799999999999,-42.7,4.96,5228.1,1,2,2,2,0,0,1,1,3
48,6,0,52,1.4,93.444,-36.1,4.962,5228.1,9,1,6,0,0,0,1,2,1
25,2,0,231,1.1,93.994,-36.4,4.855,5191.0,0,1,3,2,0,1,1,0,6
47,4,0,84,1.4,93.444,-36.1,4.9639999999999995,5228.1,1,1,2,2,2,0,1,2,1
36,1,0,101,-1.8,92.84299999999999,-50.0,1.531,5099.1,6,1,6,2,0,0,1,0,5
46,2,0,57,1.4,93.91799999999999,-42.7,4.962,5228.1,7,1,3,0,0,0,1,1,3
44,2,0,792,-1.8,93.075,-47.1,1.41,5099.1,0,1,3,0,0,0,1,2,0
54,1,0,56,-0.1,93.2,-42.0,4.191,5195.8,7,1,3,2,0,1,1,1,7
27,4,0,224,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,2,2,2,2,0,1,2,6
54,3,0,362,-0.1,93.2,-42.0,4.12,5195.8,3,1,2,0,0,0,1,4,7
31,1,0,208,-2.9,92.963,-40.8,1.266,5076.2,7,1,2,2,0,0,1,1,4
45,14,0,7,1.4,93.444,-36.1,4.962,5228.1,0,1,7,0,0,0,1,2,1
44,1,0,152,-0.1,93.2,-42.0,4.1530000000000005,5195.8,4,2,6,0,0,0,1,3,7
54,3,2,487,-1.1,94.601,-49.5,1.016,4963.6,7,0,3,2,0,0,0,4,8
43,1,0,288,-2.9,92.963,-40.8,1.266,5076.2,0,1,3,2,0,0,1,1,4
39,11,0,193,1.1,93.994,-36.4,4.859,5191.0,3,1,3,2,0,1,1,0,6
58,23,0,134,1.4,93.91799999999999,-42.7,4.963,5228.1,5,1,0,2,0,0,1,4,3
26,3,0,114,1.4,94.465,-41.8,4.959,5228.1,1,2,2,0,0,1,1,0,4
56,3,0,167,1.1,93.994,-36.4,4.857,5191.0,5,1,3,2,0,1,1,1,6
34,11,0,29,1.4,94.465,-41.8,4.961,5228.1,0,1,3,0,0,1,1,2,4
28,1,0,159,1.4,93.91799999999999,-42.7,4.962,5228.1,1,2,2,0,0,0,1,0,3
57,1,0,113,1.4,93.91799999999999,-42.7,4.962,5228.1,3,1,6,2,0,0,1,4,3
55,1,0,87,-3.4,92.649,-30.1,0.716,5017.5,2,1,6,2,0,0,1,4,7
41,1,0,285,1.4,93.91799999999999,-42.7,4.961,5228.1,1,1,2,2,0,0,1,3,3
46,3,0,166,1.4,93.444,-36.1,4.968,5228.1,9,1,5,0,0,0,1,2,1
36,1,0,217,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,2,2,0,0,1,2,3
36,2,0,179,1.1,93.994,-36.4,4.856,5191.0,3,0,2,0,0,1,1,4,6
33,2,1,37,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,2,0,0,0,0,7
50,2,0,414,1.4,94.465,-41.8,4.967,5228.1,6,1,6,0,0,1,1,0,4
32,1,0,250,1.4,94.465,-41.8,4.967,5228.1,9,2,3,0,0,1,1,0,4
42,1,0,190,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,1,0,0,1,1,3,3
38,1,2,135,-3.4,92.431,-26.9,0.742,5017.5,9,0,5,0,2,0,0,3,8
39,1,0,201,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,2,2,2,0,0,1,4,6
38,2,0,407,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,1,1,1,6
47,8,0,170,1.1,93.994,-36.4,4.857,5191.0,1,1,0,1,1,1,1,1,6
46,1,0,267,1.4,93.91799999999999,-42.7,4.961,5228.1,9,1,2,2,0,0,1,3,3
30,3,0,80,-1.8,93.075,-47.1,1.483,5099.1,0,1,6,2,0,0,1,2,0
38,1,0,224,-1.8,92.89299999999999,-46.2,1.327,5099.1,4,1,3,2,0,1,1,2,6
49,3,0,395,1.4,93.91799999999999,-42.7,4.958,5228.1,9,0,3,2,0,0,1,2,3
30,1,0,199,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,2,6,0,0,0,1,2,6
55,2,3,244,-1.7,94.027,-38.3,0.904,4991.6,0,0,3,2,0,0,2,3,1
25,4,0,329,1.4,94.465,-41.8,4.864,5228.1,1,1,2,2,0,1,1,4,4
39,2,0,225,1.4,93.444,-36.1,4.965,5228.1,9,1,3,0,0,0,1,1,1
28,1,2,154,-1.7,94.215,-40.3,0.8270000000000001,4991.6,8,2,3,2,2,0,0,1,3
50,4,0,219,1.1,93.994,-36.4,4.857,5191.0,4,1,2,0,0,1,1,1,6
57,1,0,68,1.1,93.994,-36.4,4.856,5191.0,9,1,2,2,0,1,1,4,6
44,1,0,216,1.1,93.994,-36.4,4.855,5191.0,9,2,3,0,0,1,1,2,6
31,4,0,287,1.4,94.465,-41.8,4.961,5228.1,0,0,3,2,2,1,1,3,4
23,2,1,145,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,8,2,2,0,0,0,0,0,6
43,2,0,38,1.4,93.444,-36.1,4.962,5228.1,9,1,6,0,0,0,1,2,1
51,1,0,189,-0.1,93.2,-42.0,4.191,5195.8,6,1,0,0,0,0,1,1,7
32,1,0,753,-1.8,93.075,-47.1,1.365,5099.1,8,1,3,2,0,0,1,2,0
37,2,0,203,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,0,1,1,4,4
35,3,0,292,1.4,93.91799999999999,-42.7,4.962,5228.1,1,2,2,2,0,0,1,1,3
49,6,0,166,1.4,93.444,-36.1,4.963,5228.1,1,1,3,2,2,0,1,1,1
33,2,0,116,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2,6,2,0,0,1,4,1
35,2,0,161,1.1,93.994,-36.4,4.859,5191.0,9,1,5,0,0,1,1,4,6
33,6,0,65,1.1,93.994,-36.4,4.859,5191.0,9,2,5,2,2,1,1,4,6
35,2,0,884,1.4,93.444,-36.1,4.9639999999999995,5228.1,6,1,6,2,0,0,1,2,1
27,1,0,1166,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1,5,2,0,0,1,2,6
27,3,0,135,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,0,0,1,1,2,3
58,1,0,498,1.4,93.444,-36.1,4.97,5228.1,1,1,2,0,0,0,1,1,1
32,1,0,150,1.4,93.91799999999999,-42.7,4.963,5228.1,0,2,6,2,0,0,1,2,3
54,2,0,80,1.4,93.444,-36.1,4.963,5228.1,0,0,6,2,0,0,1,1,1
32,1,0,187,-1.8,93.075,-47.1,1.415,5099.1,10,2,6,2,0,0,1,4,0
50,3,0,155,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,0,6,2,2,0,1,4,6
56,2,0,166,1.1,93.994,-36.4,4.857,5191.0,0,1,3,2,0,1,1,1,6
37,1,0,332,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,6,0,0,0,1,1,3
32,1,0,55,1.4,93.444,-36.1,4.9639999999999995,5228.1,7,1,3,0,0,0,1,4,1
30,1,0,284,1.1,93.994,-36.4,4.856,5191.0,0,1,6,0,2,1,1,3,6
37,5,0,274,1.4,93.91799999999999,-42.7,4.957,5228.1,2,2,5,0,0,0,1,0,3
44,3,0,188,-2.9,92.20100000000001,-31.4,0.838,5076.2,9,0,3,0,0,0,1,3,1
53,2,2,404,-1.1,94.199,-37.5,0.877,4963.6,4,0,6,0,0,0,2,3,9
