age,default,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code,subscribed
50,no,77,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,6,1,5,2,0,0,1,2,3,0
54,no,9,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3,0
41,unknown,17,24,0,1.4,93.91799999999999,-42.7,4.968,5228.1,3,1,0,0,0,0,1,2,3,0
52,unknown,393,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,2,0,0,0,1,2,3,0
32,no,22,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,0,1,2,3,0
31,no,10,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,0,0,0,1,2,3,0
30,unknown,454,18,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,0,0,1,1,2,3,0
33,no,89,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,0,0,0,1,2,3,0
34,no,11,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,2,0,0,1,2,3,0
59,no,37,27,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,0,0,0,1,1,2,3,0
44,unknown,48,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,7,0,2,0,1,2,3,0
53,unknown,10,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,3,0,0,0,1,2,3,0
39,unknown,67,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3,0
33,no,58,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,6,0,0,0,1,2,3,0
30,no,272,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,10,1,3,2,0,0,1,2,3,0
36,no,164,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,5,2,2,0,1,2,3,0
48,no,55,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,2,1,1,2,3,0
26,unknown,530,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,0,2,0,0,1,2,3,0
25,no,17,18,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,0,0,1,2,3,0
31,no,16,35,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,0,0,0,1,2,3,0
25,no,14,28,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,0,0,1,2,3,0
47,no,153,18,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,2,0,0,1,2,3,0
34,no,8,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,2,0,1,2,3,0
38,no,69,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,0,1,2,3,0
25,no,8,21,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,2,0,1,2,3,0
37,no,43,32,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,0,0,1,1,2,3,0
36,no,106,27,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,0,0,1,2,3,0
55,unknown,255,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,6,1,6,0,0,0,1,2,3,0
34,no,251,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,0,1,1,2,3,0
47,no,30,33,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,2,0,0,1,2,3,0
33,no,21,14,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,2,2,0,0,1,2,3,0
55,unknown,55,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,2,2,0,0,1,2,3,0
55,unknown,16,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,2,0,0,1,1,2,3,0
30,no,9,18,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,5,2,2,0,1,2,3,0
36,no,237,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,5,0,0,1,1,2,3,0
47,no,58,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,2,2,0,1,2,3,0
25,no,115,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,0,0,1,2,3,0
36,unknown,189,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,10,2,7,0,0,0,1,2,3,0
42,no,56,25,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,2,0,1,2,3,0
38,no,114,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,2,1,0,0,1,1,2,3,0
38,no,213,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,0,0,0,1,2,3,0
30,no,70,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
52,no,368,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3,0
36,no,10,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,0,0,1,2,3,0
38,no,135,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,0,1,2,3,0
36,no,48,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,0,0,1,2,3,0
38,no,35,25,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,0,0,0,1,2,3,0
27,no,14,23,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,2,0,1,1,2,3,0
43,unknown,68,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,5,2,0,0,1,2,3,0
59,no,22,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,0,0,2,1,1,2,3,0
41,no,5,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,0,0,1,1,2,3,0
49,unknown,160,14,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,7,2,0,0,1,2,3,0
40,no,21,35,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,2,0,0,1,1,2,3,0
41,no,5,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,2,0,0,1,2,3,0
39,unknown,33,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,2,0,0,1,2,3,0
49,no,6,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,0,0,1,1,2,3,0
55,unknown,149,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,2,0,0,0,1,2,3,0
34,no,40,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,0,0,0,1,2,3,0
34,no,46,21,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,0,0,1,2,3,0
39,no,9,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,0,0,0,1,2,3,0
25,no,39,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,0,0,0,1,2,3,0
32,no,280,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,0,1,2,3,0
41,unknown,350,10,0,1.4,93.91799999999999,-42.7,4.968,5228.1,3,1,0,2,0,1,1,2,3,0
54,unknown,65,43,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,2,0,0,1,2,3,0
37,no,37,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,0,0,0,1,2,3,0
48,no,49,16,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,5,2,0,0,1,2,3,0
34,no,470,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,2,0,1,2,3,0
38,no,262,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,0,0,0,1,2,3,0
43,no,124,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,1,0,2,0,1,2,3,0
42,no,576,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,2,1,5,2,0,0,1,2,3,0
56,unknown,10,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,2,0,0,1,2,3,0
58,unknown,306,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,2,0,0,1,2,3,0
39,unknown,101,9,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,2,0,0,1,2,3,0
39,no,108,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,7,2,0,0,1,2,3,0
36,no,67,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,0,0,1,2,3,0
36,no,16,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,0,1,1,2,3,0
39,unknown,94,12,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,1,1,2,3,0
49,no,24,13,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,2,0,0,1,2,3,0
38,no,18,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,0,0,0,1,2,3,0
54,unknown,77,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,2,0,0,1,2,3,0
43,unknown,747,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,5,2,0,0,1,2,3,0
24,no,299,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,6,0,0,0,1,2,3,0
31,no,42,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,1,1,2,3,0
46,no,40,9,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,2,2,0,0,1,2,3,0
27,no,10,20,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,0,0,0,1,2,3,0
31,no,9,17,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,0,2,0,1,2,3,0
45,no,92,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,0,2,0,1,2,3,0
30,no,92,10,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
59,unknown,130,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,3,0,0,1,1,2,3,0
36,no,18,40,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,0,0,1,2,3,0
25,no,83,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,0,0,1,2,3,0
49,unknown,8,16,0,1.4,93.91799999999999,-42.7,4.968,5228.1,4,1,2,0,2,0,1,2,3,0
28,no,28,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,2,5,0,0,0,1,2,3,0
25,no,14,30,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,2,0,1,2,3,0
25,no,8,27,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,2,2,0,0,1,2,3,0
32,no,443,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,1,1,2,3,0
38,no,214,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,1,1,2,3,0
33,no,258,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,0,1,2,3,0
54,no,86,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,1,2,0,0,1,2,3,0
30,no,248,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
36,no,536,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,0,0,1,2,3,0
36,no,148,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,0,0,1,2,3,0
36,no,18,12,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,3,0,2,0,1,2,3,0
34,no,90,13,0,1.4,93.91799999999999,-42.7,4.968,5228.1,4,2,6,0,0,0,1,2,3,0
36,no,78,16,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,0,0,1,2,3,0
25,no,60,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,2,0,0,1,2,3,0
32,no,50,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,2,1,1,2,3,0
36,no,9,13,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,0,1,1,2,3,0
31,no,61,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,0,0,0,1,2,3,0
48,unknown,5,2,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,2,0,0,1,2,3,0
27,no,5,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,2,0,0,1,2,3,0
36,no,12,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,2,2,0,1,2,3,0
42,no,1142,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3,1
29,no,22,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,6,2,6,2,2,0,1,2,3,0
36,no,576,17,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,3,2,2,1,1,2,3,0
25,unknown,28,12,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,2,2,0,0,1,2,3,0
28,unknown,6,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,0,2,0,0,1,2,3,0
39,unknown,6,12,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,2,0,2,0,0,1,2,3,0
34,no,420,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,0,0,1,2,3,0
39,no,55,15,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,5,2,0,0,1,2,3,0
33,no,76,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,0,1,2,3,0
34,no,15,25,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,7,2,0,1,1,2,3,0
36,no,1721,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,3,2,2,0,1,2,3,1
38,no,39,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,1,1,2,3,0
25,no,85,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,8,2,3,0,0,0,1,2,3,0
55,no,32,24,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,3,2,0,0,1,2,3,0
58,unknown,31,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,2,2,1,1,2,3,0
53,no,9,31,0,1.4,93.91799999999999,-42.7,4.968,5228.1,6,1,5,2,0,0,1,2,3,0
33,no,52,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,2,0,0,1,2,3,0
45,unknown,31,22,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,2,0,0,0,1,2,3,0
31,no,45,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
47,no,43,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,7,2,0,0,1,2,3,0
39,no,84,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,0,0,0,1,2,3,0
38,no,17,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,0,1,2,3,0
56,unknown,28,21,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,1,2,0,0,1,2,3,0
31,no,34,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
31,no,48,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,2,3,2,0,0,1,2,3,0
37,no,29,14,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,3,2,0,1,1,2,3,0
34,no,27,13,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,2,0,0,1,2,3,0
29,no,652,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,6,0,0,0,1,2,3,0
51,unknown,110,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,5,1,6,0,0,0,1,2,3,0
35,no,19,10,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,6,0,0,0,1,2,3,0
34,no,41,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,0,7,0,0,1,1,2,3,0
48,unknown,6,10,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,5,0,2,0,1,2,3,0
48,no,12,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,5,2,0,0,1,2,3,0
33,no,143,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,5,2,0,0,1,2,3,0
36,no,14,6,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,3,2,0,0,1,2,3,0
54,unknown,11,5,0,1.4,93.91799999999999,-42.7,4.968,5228.1,4,1,6,2,0,1,1,2,3,0
46,no,153,4,0,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,2,0,0,0,1,2,3,0
36,no,35,11,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,6,0,2,0,1,2,3,0
50,no,73,7,0,1.4,93.91799999999999,-42.7,4.968,5228.1,6,1,5,0,0,0,1,2,3,0
27,no,135,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2,3,0,0,1,1,2,3,0
54,no,50,9,0,1.4,93.91799999999999,-42.7,4.968,5228.1,9,1,2,0,2,0,1,2,3,0
59,no,7,21,0,1.4,93.91799999999999,-42.7,4.968,5228.1,3,1,0,0,2,0,1,2,3,0
43,unknown,127,3,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,5,0,0,0,1,2,3,0
28,unknown,29,8,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,1,0,0,2,0,1,2,3,0
39,unknown,9,21,0,1.4,93.91799999999999,-42.7,4.968,5228.1,1,2,0,0,0,1,1,2,3,0
48,unknown,148,1,0,1.4,93.444,-36.1,4.97,5228.1,3,1,0,0,2,0,1,1,1,0
45,no,78,1,0,1.4,93.444,-36.1,4.97,5228.1,4,0,3,0,2,0,1,1,1,0
34,no,156,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,6,2,0,0,1,1,1,0
34,no,160,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,6,0,0,0,1,1,1,0
41,no,531,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,1,1,0,1,1,1,0
38,no,104,1,0,1.4,93.444,-36.1,4.97,5228.1,1,2,3,2,0,0,1,1,1,0
43,no,116,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,0,0,0,1,1,1,0
43,no,149,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,2,2,0,1,1,1,0
45,no,272,1,0,1.4,93.444,-36.1,4.97,5228.1,4,0,3,2,0,0,1,1,1,0
44,no,208,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,0,0,0,1,1,1,0
50,unknown,222,1,0,1.4,93.444,-36.1,4.97,5228.1,6,1,0,0,0,0,1,1,1,0
50,unknown,311,1,0,1.4,93.444,-36.1,4.97,5228.1,6,1,0,2,0,0,1,1,1,0
31,no,163,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,2,0,0,1,1,1,0
41,no,89,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,2,0,0,1,1,1,0
41,no,53,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,2,0,0,1,1,1,0
41,no,71,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,2,0,0,1,1,1,0
41,no,227,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,2,0,0,1,1,1,0
57,unknown,81,1,0,1.4,93.444,-36.1,4.97,5228.1,11,1,7,2,0,0,1,1,1,0
46,no,96,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,2,0,0,1,1,1,0
58,no,436,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,2,0,0,1,1,1,0
33,no,157,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,0,0,0,1,1,1,0
58,no,498,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,0,0,0,1,1,1,0
36,no,147,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,0,0,0,1,1,1,0
58,no,846,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,2,0,0,1,1,1,1
48,no,164,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,6,0,0,0,1,1,1,0
49,no,117,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,3,0,0,0,1,1,1,0
30,no,160,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,0,0,0,1,1,1,0
30,no,243,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,0,0,0,1,1,1,0
48,no,221,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,0,2,0,1,1,1,0
53,no,629,1,0,1.4,93.444,-36.1,4.97,5228.1,4,1,6,2,0,0,1,1,1,0
56,no,240,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,1,2,0,0,1,1,1,0
53,unknown,79,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,2,0,0,0,1,1,1,0
53,unknown,148,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,2,2,0,0,1,1,1,0
53,unknown,144,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,0,2,0,0,1,1,1,0
37,no,70,1,0,1.4,93.444,-36.1,4.97,5228.1,8,1,5,0,0,0,1,1,1,0
56,no,68,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,1,1,0,1,1,1,0
47,no,157,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,3,0,0,0,1,1,1,0
51,no,72,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,0,0,0,1,1,1,0
55,no,94,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,0,2,0,1,1,1,1,0
55,no,149,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,0,2,0,0,1,1,1,0
42,no,151,1,0,1.4,93.444,-36.1,4.97,5228.1,9,0,5,2,0,0,1,1,1,0
58,no,302,2,0,1.4,93.444,-36.1,4.97,5228.1,5,1,5,2,0,0,1,1,1,0
42,no,408,1,0,1.4,93.444,-36.1,4.97,5228.1,9,0,5,2,0,0,1,1,1,0
56,no,270,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,6,2,0,0,1,1,1,0
46,unknown,139,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,0,0,0,1,1,1,0
49,unknown,148,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,2,2,0,1,1,1,0
33,no,73,1,0,1.4,93.444,-36.1,4.97,5228.1,0,0,6,2,0,0,1,1,1,0
53,unknown,136,2,0,1.4,93.444,-36.1,4.97,5228.1,7,1,2,2,0,0,1,1,1,0
46,no,121,1,0,1.4,93.444,-36.1,4.97,5228.1,3,1,3,2,0,0,1,1,1,0
46,no,130,1,0,1.4,93.444,-36.1,4.97,5228.1,3,1,3,2,0,1,1,1,1,0
35,no,167,2,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,0,0,0,1,1,1,0
60,unknown,144,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,6,0,0,0,1,1,1,0
60,unknown,174,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,6,2,0,0,1,1,1,0
30,no,39,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,2,0,0,1,1,1,0
35,no,142,2,0,1.4,93.444,-36.1,4.97,5228.1,9,0,6,2,2,0,1,1,1,0
57,unknown,86,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,3,2,0,0,1,1,1,0
39,no,417,1,0,1.4,93.444,-36.1,4.97,5228.1,3,1,0,2,0,0,1,1,1,0
47,no,216,1,0,1.4,93.444,-36.1,4.97,5228.1,2,1,6,2,2,0,1,1,1,0
33,no,119,2,0,1.4,93.444,-36.1,4.97,5228.1,0,0,6,0,2,0,1,1,1,0
35,unknown,372,1,0,1.4,93.444,-36.1,4.97,5228.1,4,1,6,2,0,0,1,1,1,0
38,no,606,3,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,0,0,0,1,1,1,0
32,no,200,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,0,0,0,1,1,1,0
49,no,96,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,0,0,0,1,1,1,0
31,no,244,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,6,2,0,0,1,1,1,0
30,no,134,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,3,0,0,0,1,1,1,0
31,unknown,107,2,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,0,0,0,1,1,1,0
39,unknown,198,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,0,0,0,1,1,1,0
48,no,307,1,0,1.4,93.444,-36.1,4.97,5228.1,11,1,2,0,0,0,1,1,1,0
44,no,93,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,5,0,2,0,1,1,1,0
44,no,90,1,0,1.4,93.444,-36.1,4.97,5228.1,7,1,5,0,0,0,1,1,1,0
34,no,64,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,2,2,1,1,1,1,0
34,no,138,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,2,0,0,1,1,1,0
60,no,79,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,1,0,0,0,1,1,1,0
36,no,58,1,0,1.4,93.444,-36.1,4.97,5228.1,0,1,5,0,0,0,1,1,1,0
41,no,230,1,0,1.4,93.444,-36.1,4.97,5228.1,11,1,7,2,0,0,1,1,1,0
33,no,68,1,0,1.4,93.444,-36.1,4.97,5228.1,9,0,5,0,2,0,1,1,1,0
57,no,96,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,0,2,0,1,1,1,1,0
33,no,413,1,0,1.4,93.444,-36.1,4.97,5228.1,9,0,5,2,0,0,1,1,1,0
33,no,679,1,0,1.4,93.444,-36.1,4.97,5228.1,9,0,5,2,2,0,1,1,1,0
45,unknown,160,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,1,0,0,0,1,1,1,0
49,unknown,315,1,0,1.4,93.444,-36.1,4.97,5228.1,1,1,0,2,0,0,1,1,1,0
50,no,20,3,0,1.4,93.444,-36.1,4.97,5228.1,0,1,3,0,0,0,1,1,1,0
57,no,177,1,0,1.4,93.444,-36.1,4.97,5228.1,5,1,0,0,0,0,1,1,1,0
46,no,488,2,0,1.4,93.444,-36.1,4.97,5228.1,1,1,2,0,0,0,1,1,1,0
46,unknown,824,2,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,0,0,0,1,1,1,0
47,no,506,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,5,2,0,0,1,1,1,0
57,unknown,166,2,0,1.4,93.444,-36.1,4.97,5228.1,0,1,3,2,0,0,1,1,1,0
35,no,50,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,0,2,0,1,1,1,0
34,no,432,1,0,1.4,93.444,-36.1,4.97,5228.1,0,2,6,2,0,0,1,1,1,0
45,unknown,372,1,0,1.4,93.444,-36.1,4.97,5228.1,9,1,6,2,0,0,1,1,1,0
33,no,1110,1,0,1.4,93.444,-36.1,4.97,5228.1,8,0,5,0,0,0,1,1,1,1
35,no,184,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,2,0,0,1,1,1,0
35,no,148,1,0,1.4,93.444,-36.1,4.97,5228.1,9,2,5,0,0,0,1,1,1,0
41,no,166,2,0,1.4,93.444,-36.1,4.97,5228.1,11,1,7,2,0,0,1,1,1,0
50,unknown,90,2,0,1.4,93.444,-36.1,4.97,5228.1,11,1,7,2,0,0,1,1,1,0
